"abbreviation"	"equation"	"lowbnd"	"uppbnd"	"obj_coef"
"CPPPGO2"	"(2) amet_c + cpppg3_c --> (2) met__L_c + (2) dad_5_c + pppg9_c + (2) co2_c"	0	1000	0
"EX_isetac_e"	"isetac_e --> "	0	1000	0
"AGM3PH"	"anhgm3p_c + h2o_c --> anhm3p_c + acgam_c"	0	1000	0
"HOMt2pp"	"h_p + hom__L_c --> h_c + hom__L_p"	0	1000	0
"EX_aso3_e"	"aso3_e --> "	0	1000	0
"EX_tcynt_e"	"tcynt_e --> "	0	1000	0
"EX_fe3dhbzs_e"	"fe3dhbzs_e --> "	0	1000	0
"AGM3PApp"	"h2o_p + anhgm3p_p --> LalaDgluMdap_p + anhgm_p"	0	1000	0
"PPPGO"	"(1.5) o2_c + pppg9_c --> ppp9_c + (3) h2o_c"	0	1000	0
"EX_feoxam_un_e"	"feoxam_un_e --> "	0	1000	0
"HOMtex"	"hom__L_e <==> hom__L_p"	-1000	1000	0
"SO2tex"	"so2_e <==> so2_p"	-1000	1000	0
"SO2tpp"	"so2_p <==> so2_c"	-1000	1000	0
"LDH_D2"	"q8_c + lac__D_c --> q8h2_c + pyr_c"	0	1000	0
"EX_g3pc_e"	"g3pc_e --> "	0	1000	0
"EX_g3pg_e"	"g3pg_e --> "	0	1000	0
"EX_g3pi_e"	"g3pi_e --> "	0	1000	0
"SHCHF"	"fe2_c + scl_c --> (3) h_c + sheme_c"	0	1000	0
"SUCOAS"	"atp_c + succ_c + coa_c <==> adp_c + pi_c + succoa_c"	-1000	1000	0
"SUCBZL"	"sucbz_c + atp_c + coa_c --> sbzcoa_c + ppi_c + amp_c"	0	1000	0
"CYSDDS"	"cys__D_c + h2o_c --> nh4_c + h2s_c + pyr_c"	0	1000	0
"CYStpp"	"cys__L_c --> cys__L_p"	0	1000	0
"EX_g3ps_e"	"g3ps_e --> "	0	1000	0
"EX_peamn_e"	"peamn_e --> "	0	1000	0
"EX_34dhpac_e"	"34dhpac_e --> "	0	1000	0
"NTP1"	"atp_c + h2o_c --> h_c + adp_c + pi_c"	0	1000	0
"DAMPtex"	"damp_e <==> damp_p"	-1000	1000	0
"DCMPtex"	"dcmp_e <==> dcmp_p"	-1000	1000	0
"DGMPtex"	"dgmp_e <==> dgmp_p"	-1000	1000	0
"DTMPtex"	"dtmp_e <==> dtmp_p"	-1000	1000	0
"ACSERtpp"	"acser_c --> acser_p"	0	1000	0
"ACSERtex"	"acser_e <==> acser_p"	-1000	1000	0
"LALDO3"	"h_c + mthgxl_c + nadph_c --> lald__L_c + nadp_c"	0	1000	0
"NTP10"	"h2o_c + itp_c --> h_c + pi_c + idp_c"	0	1000	0
"PRAIS"	"fpram_c + atp_c --> (2) h_c + adp_c + air_c + pi_c"	0	1000	0
"GDMANE"	"gdpddman_c --> gdpofuc_c"	0	1000	0
"GPDDA4"	"g3pg_c + h2o_c --> h_c + glyc3p_c + glyc_c"	0	1000	0
"LPLIPAL2ATG120"	"2agpg120_c + pg120_c --> g3pg_c + apg120_c"	0	1000	0
"PLIPA1E140pp"	"pe140_p + h2o_p --> 2agpe140_p + h_p + ttdca_p"	0	1000	0
"LPLIPAL2E140"	"2agpe140_c + h2o_c --> h_c + ttdca_c + g3pe_c"	0	1000	0
"PLIPA1E160pp"	"h2o_p + pe160_p --> hdca_p + h_p + 2agpe160_p"	0	1000	0
"GALKr"	"atp_c + gal_c <==> h_c + adp_c + gal1p_c"	-1000	1000	0
"PLIPA1E161pp"	"h2o_p + pe161_p --> h_p + 2agpe161_p + hdcea_p"	0	1000	0
"AACPS8"	"dca_c + atp_c + ACP_c --> ppi_c + dcaACP_c + amp_c"	0	1000	0
"AACPS9"	"octa_c + atp_c + ACP_c --> ppi_c + ocACP_c + amp_c"	0	1000	0
"LPLIPAL2E180"	"h2o_c + 2agpe180_c --> h_c + ocdca_c + g3pe_c"	0	1000	0
"LPLIPAL2G161"	"h2o_c + 2agpg161_c --> g3pg_c + h_c + hdcea_c"	0	1000	0
"LPLIPAL2G181"	"2agpg181_c + h2o_c --> g3pg_c + h_c + ocdcea_c"	0	1000	0
"2AGPE120tipp"	"2agpe120_p --> 2agpe120_c"	0	1000	0
"HXCT"	"accoa_c + hxa_c --> ac_c + hxcoa_c"	0	1000	0
"AACPS6"	"ocdca_c + atp_c + ACP_c --> ppi_c + ocdcaACP_c + amp_c"	0	1000	0
"2AGPEAT160"	"atp_c + 2agpe160_c + hdca_c --> ppi_c + pe160_c + amp_c"	0	1000	0
"AACPS7"	"atp_c + ddca_c + ACP_c --> ppi_c + ddcaACP_c + amp_c"	0	1000	0
"PANTS"	"ala_B_c + atp_c + pant__R_c --> h_c + pnto__R_c + ppi_c + amp_c"	0	1000	0
"G3PGabcpp"	"atp_c + h2o_c + g3pg_p --> g3pg_c + h_c + adp_c + pi_c"	0	1000	0
"G3PIabcpp"	"atp_c + h2o_c + g3pi_p --> h_c + adp_c + pi_c + g3pi_c"	0	1000	0
"DURADx"	"nad_c + 56dura_c <==> h_c + ura_c + nadh_c"	-1000	1000	0
"ECOAH7"	"3hhdcoa_c <==> h2o_c + hdd2coa_c"	-1000	1000	0
"G1PPpp"	"h2o_p + g1p_p --> glc__D_p + pi_p"	0	1000	0
"GALCTND"	"galctn__D_c --> h2o_c + 2dh3dgal_c"	0	1000	0
"GCALDD"	"nad_c + h2o_c + gcald_c --> (2) h_c + glyclt_c + nadh_c"	0	1000	0
"HISTP"	"hisp_c + h2o_c --> pi_c + histd_c"	0	1000	0
"G3PSabcpp"	"atp_c + h2o_c + g3ps_p --> g3ps_c + h_c + adp_c + pi_c"	0	1000	0
"QMO2"	"(2) o2_c + q8h2_c --> (2) h_c + (2) o2s_c + q8_c"	0	1000	0
"QMO3"	"(2) o2_c + mql8_c --> (2) h_c + (2) o2s_c + mqn8_c"	0	1000	0
"LPLIPAL2E141"	"h2o_c + 2agpe141_c --> h_c + g3pe_c + ttdcea_c"	0	1000	0
"LPLIPAL2E161"	"h2o_c + 2agpe161_c --> h_c + hdcea_c + g3pe_c"	0	1000	0
"LDH_D"	"nad_c + lac__D_c <==> h_c + pyr_c + nadh_c"	-1000	1000	0
"AMALT4"	"malt_c + malthx_c --> glc__D_c + malthp_c"	0	1000	0
"NTD11"	"imp_c + h2o_c --> pi_c + ins_c"	0	1000	0
"LPLIPAL2E181"	"h2o_c + 2agpe181_c --> h_c + ocdcea_c + g3pe_c"	0	1000	0
"YUMPS"	"r5p_c + ura_c <==> h2o_c + psd5p_c"	-1000	1000	0
"LPLIPAL2G180"	"2agpg180_c + h2o_c --> g3pg_c + h_c + ocdca_c"	0	1000	0
"LPLIPAL2G141"	"h2o_c + 2agpg141_c --> g3pg_c + h_c + ttdcea_c"	0	1000	0
"2AGPA120tipp"	"2ddecg3p_p --> 2ddecg3p_c"	0	1000	0
"2AGPG180tipp"	"2agpg180_p --> 2agpg180_c"	0	1000	0
"IPDDI"	"ipdp_c <==> dmpp_c"	-1000	1000	0
"ORNDC"	"h_c + orn_c --> ptrc_c + co2_c"	0	1000	0
"UPP3MT"	"(2) amet_c + uppg3_c --> h_c + dscl_c + (2) ahcys_c"	0	1000	0
"KAS15"	"h_c + accoa_c + malACP_c --> actACP_c + coa_c + co2_c"	0	1000	0
"ALAALAtex"	"alaala_e <==> alaala_p"	-1000	1000	0
"FACOAL181t2pp"	"ocdcea_p + h_p + atp_c + coa_c --> h_c + odecoa_c + ppi_c + amp_c"	0	1000	0
"T2DECAI"	"tdec2eACP_c <==> cdec3eACP_c"	-1000	1000	0
"2AGPGAT180"	"ocdca_c + 2agpg180_c + atp_c --> ppi_c + pg180_c + amp_c"	0	1000	0
"2AGPGAT181"	"ocdcea_c + atp_c + 2agpg181_c --> ppi_c + pg181_c + amp_c"	0	1000	0
"3OAS161"	"h_c + tdeACP_c + malACP_c --> 3ocpalm9eACP_c + co2_c + ACP_c"	0	1000	0
"DHQS"	"2dda7p_c --> pi_c + 3dhq_c"	0	1000	0
"EAR141y"	"h_c + t3c7mrseACP_c + nadph_c --> tdeACP_c + nadp_c"	0	1000	0
"EAR161x"	"h_c + t3c9palmeACP_c + nadh_c --> nad_c + hdeACP_c"	0	1000	0
"2AGPG141tipp"	"2agpg141_p --> 2agpg141_c"	0	1000	0
"2AGPG161tipp"	"2agpg161_p --> 2agpg161_c"	0	1000	0
"2AGPG181tipp"	"2agpg181_p --> 2agpg181_c"	0	1000	0
"2AGPEAT140"	"2agpe140_c + atp_c + ttdca_c --> ppi_c + pe140_c + amp_c"	0	1000	0
"2AGPEAT120"	"2agpe120_c + atp_c + ddca_c --> pe120_c + ppi_c + amp_c"	0	1000	0
"DASYN160"	"pa160_c + h_c + ctp_c --> ppi_c + cdpdhdecg_c"	0	1000	0
"DASYN161"	"h_c + ctp_c + pa161_c --> cdpdhdec9eg_c + ppi_c"	0	1000	0
"DASYN181"	"h_c + pa181_c + ctp_c --> ppi_c + cdpdodec11eg_c"	0	1000	0
"CDAPPA161"	"cdpdhdec9eg_c + h2o_c --> (2) h_c + pa161_c + cmp_c"	0	1000	0
"2AGPEAT161"	"hdcea_c + atp_c + 2agpe161_c --> ppi_c + pe161_c + amp_c"	0	1000	0
"2AGPEAT141"	"atp_c + ttdcea_c + 2agpe141_c --> pe141_c + ppi_c + amp_c"	0	1000	0
"2AGPGAT160"	"atp_c + 2agpg160_c + hdca_c --> ppi_c + pg160_c + amp_c"	0	1000	0
"PGSA180"	"glyc3p_c + cdpdodecg_c --> h_c + cmp_c + pgp180_c"	0	1000	0
"PGCD"	"3pg_c + nad_c --> h_c + nadh_c + 3php_c"	0	1000	0
"PSSA140"	"ser__L_c + cdpdtdecg_c --> h_c + ps140_c + cmp_c"	0	1000	0
"2AGPGAT141"	"atp_c + 2agpg141_c + ttdcea_c --> ppi_c + pg141_c + amp_c"	0	1000	0
"FACOAE180"	"h2o_c + stcoa_c --> h_c + ocdca_c + coa_c"	0	1000	0
"LPLIPAL2ATG140"	"2agpg140_c + pg140_c --> g3pg_c + apg140_c"	0	1000	0
"LPLIPAL2ATG141"	"2agpg141_c + pg141_c --> g3pg_c + apg141_c"	0	1000	0
"LPLIPAL2ATG160"	"2agpg160_c + pg160_c --> g3pg_c + apg160_c"	0	1000	0
"LPLIPAL2ATG180"	"2agpg180_c + pg180_c --> g3pg_c + apg180_c"	0	1000	0
"LPLIPAL2ATG161"	"pg161_c + 2agpg161_c --> g3pg_c + apg161_c"	0	1000	0
"LPLIPAL2ATG181"	"2agpg181_c + pg181_c --> g3pg_c + apg181_c"	0	1000	0
"FACOAE100"	"h2o_c + dcacoa_c --> dca_c + h_c + coa_c"	0	1000	0
"FACOAE80"	"occoa_c + h2o_c --> h_c + octa_c + coa_c"	0	1000	0
"FACOAE60"	"h2o_c + hxcoa_c --> h_c + hxa_c + coa_c"	0	1000	0
"CLPNS180pp"	"(2) pg180_p <==> glyc_p + clpn180_p"	-1000	1000	0
"PLIPA1E120pp"	"h2o_p + pe120_p --> h_p + ddca_p + 2agpe120_p"	0	1000	0
"CLPNS181pp"	"(2) pg181_p <==> glyc_p + clpn181_p"	-1000	1000	0
"EX_cys_L_e"	"cys__L_e --> "	0	1000	0
"PG161abcpp"	"pg161_c + atp_c + h2o_c --> h_c + adp_c + pi_c + pg161_p"	0	1000	0
"PGP120abcpp"	"atp_c + h2o_c + pgp120_c --> h_c + adp_c + pi_c + pgp120_p"	0	1000	0
"MALtex"	"mal__L_e <==> mal__L_p"	-1000	1000	0
"NO3tex"	"no3_e <==> no3_p"	-1000	1000	0
"3OAS141"	"h_c + cddec5eACP_c + malACP_c --> co2_c + 3ocmrs7eACP_c + ACP_c"	0	1000	0
"3OAR121"	"3ocddec5eACP_c + h_c + nadph_c --> nadp_c + 3hcddec5eACP_c"	0	1000	0
"CFAS160G"	"pg161_c + (2) amet_c --> (2) h_c + (2) ahcys_c + cpg160_c"	0	1000	0
"PGP161abcpp"	"atp_c + pgp161_c + h2o_c --> h_c + adp_c + pi_c + pgp161_p"	0	1000	0
"PGP181abcpp"	"atp_c + h2o_c + pgp181_c --> h_c + adp_c + pi_c + pgp181_p"	0	1000	0
"PA120abcpp"	"atp_c + h2o_c + pa120_c --> h_c + adp_c + pi_c + pa120_p"	0	1000	0
"PLIPA1G120pp"	"h2o_p + pg120_p --> h_p + 2agpg120_p + ddca_p"	0	1000	0
"URAt2pp"	"h_p + ura_p --> h_c + ura_c"	0	1000	0
"FACOAE141"	"tdecoa_c + h2o_c --> h_c + ttdcea_c + coa_c"	0	1000	0
"CLPNS120pp"	"(2) pg120_p <==> clpn120_p + glyc_p"	-1000	1000	0
"ALPATE160pp"	"alpp_p + pe160_p --> lpp_p + 2agpe160_p"	0	1000	0
"FACOAE161"	"hdcoa_c + h2o_c --> h_c + hdcea_c + coa_c"	0	1000	0
"EX_gsn_e"	"gsn_e --> "	0	1000	0
"TTDCEAtexi"	"ttdcea_e --> ttdcea_p"	0	1000	0
"HDCEAtexi"	"hdcea_e --> hdcea_p"	0	1000	0
"ALPATG160pp"	"alpp_p + pg160_p --> lpp_p + 2agpg160_p"	0	1000	0
"2AGPGAT120"	"2agpg120_c + atp_c + ddca_c --> pg120_c + ppi_c + amp_c"	0	1000	0
"LPLIPAL2ATE120"	"2agpe120_c + pg120_c --> apg120_c + g3pe_c"	0	1000	0
"ALAALAD"	"alaala_c + h2o_c --> (2) ala__D_c"	0	1000	0
"2AGPEAT180"	"ocdca_c + atp_c + 2agpe180_c --> ppi_c + pe180_c + amp_c"	0	1000	0
"LPLIPAL2ATE140"	"2agpe140_c + pg140_c --> apg140_c + g3pe_c"	0	1000	0
"EX_orot_e"	"orot_e --> "	0	1000	0
"LPLIPAL2ATE160"	"2agpe160_c + pg160_c --> apg160_c + g3pe_c"	0	1000	0
"LPLIPAL2ATE180"	"pg180_c + 2agpe180_c --> g3pe_c + apg180_c"	0	1000	0
"LPLIPAL2ATE141"	"pg141_c + 2agpe141_c --> apg141_c + g3pe_c"	0	1000	0
"2AGPEAT181"	"ocdcea_c + atp_c + 2agpe181_c --> pe181_c + ppi_c + amp_c"	0	1000	0
"2AGPGAT140"	"atp_c + ttdca_c + 2agpg140_c --> ppi_c + amp_c + pg140_c"	0	1000	0
"PLIPA1E181pp"	"h2o_p + pe181_p --> ocdcea_p + h_p + 2agpe181_p"	0	1000	0
"PLIPA1G180pp"	"h2o_p + pg180_p --> h_p + 2agpg180_p + ocdca_p"	0	1000	0
"LPLIPAL2ATE161"	"pg161_c + 2agpe161_c --> apg161_c + g3pe_c"	0	1000	0
"LPLIPAL2ATE181"	"2agpe181_c + pg181_c --> apg181_c + g3pe_c"	0	1000	0
"FACOAL141t2pp"	"h_p + atp_c + ttdcea_p + coa_c --> h_c + tdecoa_c + ppi_c + amp_c"	0	1000	0
"FACOAL161t2pp"	"h_p + atp_c + coa_c + hdcea_p --> h_c + hdcoa_c + ppi_c + amp_c"	0	1000	0
"PA160abcpp"	"pa160_c + atp_c + h2o_c --> h_c + adp_c + pi_c + pa160_p"	0	1000	0
"PLIPA1G181pp"	"h2o_p + pg181_p --> 2agpg181_p + ocdcea_p + h_p"	0	1000	0
"ALAALAabcpp"	"alaala_p + atp_c + h2o_c --> h_c + adp_c + pi_c + alaala_c"	0	1000	0
"HEXt2rpp"	"h_p + hxa_p <==> h_c + hxa_c"	-1000	1000	0
"G3PEabcpp"	"g3pe_p + atp_c + h2o_c --> h_c + adp_c + pi_c + g3pe_c"	0	1000	0
"G3PCabcpp"	"atp_c + g3pc_p + h2o_c --> h_c + g3pc_c + adp_c + pi_c"	0	1000	0
"2AGPGAT161"	"hdcea_c + atp_c + 2agpg161_c --> pg161_c + ppi_c + amp_c"	0	1000	0
"PA181abcpp"	"pa181_c + atp_c + h2o_c --> h_c + adp_c + pi_c + pa181_p"	0	1000	0
"12DGR141tipp"	"12dgr141_p --> 12dgr141_c"	0	1000	0
"AMPTASEPG"	"progly_c + h2o_c --> gly_c + pro__L_c"	0	1000	0
"ADSL1r"	"dcamp_c <==> fum_c + amp_c"	-1000	1000	0
"PROGLYabcpp"	"atp_c + progly_p + h2o_c --> progly_c + h_c + adp_c + pi_c"	0	1000	0
"GTHRDabcpp"	"atp_c + h2o_c + gthrd_p --> h_c + gthrd_c + adp_c + pi_c"	0	1000	0
"PGPP140pp"	"h2o_p + pgp140_p --> pg140_p + pi_p"	0	1000	0
"PGPP141pp"	"h2o_p + pgp141_p --> pg141_p + pi_p"	0	1000	0
"PGPP160pp"	"h2o_p + pgp160_p --> pg160_p + pi_p"	0	1000	0
"2AGPG140tipp"	"2agpg140_p --> 2agpg140_c"	0	1000	0
"PGPP180pp"	"h2o_p + pgp180_p --> pg180_p + pi_p"	0	1000	0
"2AGPG160tipp"	"2agpg160_p --> 2agpg160_c"	0	1000	0
"SERD_D"	"ser__D_c --> nh4_c + pyr_c"	0	1000	0
"CLPNH141pp"	"h2o_p + clpn141_p --> h_p + pg141_p + pa141_p"	0	1000	0
"CLPNH160pp"	"h2o_p + clpn160_p --> h_p + pg160_p + pa160_p"	0	1000	0
"CLPNH161pp"	"clpn161_p + h2o_p --> h_p + pa161_p + pg161_p"	0	1000	0
"AICART"	"10fthf_c + aicar_c <==> thf_c + fprica_c"	-1000	1000	0
"CLPNH181pp"	"h2o_p + clpn181_p --> h_p + pg181_p + pa181_p"	0	1000	0
"D_LACt2pp"	"h_p + lac__D_p <==> h_c + lac__D_c"	-1000	1000	0
"PLIPA1E180pp"	"h2o_p + pe180_p --> h_p + ocdca_p + 2agpe180_p"	0	1000	0
"RIBtex"	"rib__D_e <==> rib__D_p"	-1000	1000	0
"FLVRx"	"h_c + ribflv_c + nadh_c --> nad_c + rbflvrd_c"	0	1000	0
"THMtex"	"thm_e <==> thm_p"	-1000	1000	0
"XYLUtex"	"xylu__L_e <==> xylu__L_p"	-1000	1000	0
"PLIPA1G140pp"	"h2o_p + pg140_p --> h_p + ttdca_p + 2agpg140_p"	0	1000	0
"PLIPA1G161pp"	"h2o_p + pg161_p --> h_p + hdcea_p + 2agpg161_p"	0	1000	0
"CLPNS160pp"	"(2) pg160_p <==> glyc_p + clpn160_p"	-1000	1000	0
"CLPNS161pp"	"(2) pg161_p <==> clpn161_p + glyc_p"	-1000	1000	0
"EX_manglyc_e"	"manglyc_e --> "	0	1000	0
"ALLtex"	"all__D_e <==> all__D_p"	-1000	1000	0
"PG160abcpp"	"atp_c + pg160_c + h2o_c --> h_c + adp_c + pi_c + pg160_p"	0	1000	0
"FRUpts2pp"	"pep_c + fru_p --> f6p_c + pyr_c"	0	1000	0
"PGP140abcpp"	"atp_c + pgp140_c + h2o_c --> h_c + adp_c + pi_c + pgp140_p"	0	1000	0
"PAPA120pp"	"h2o_p + pa120_p --> 12dgr120_p + pi_p"	0	1000	0
"PAPA140pp"	"h2o_p + pa140_p --> 12dgr140_p + pi_p"	0	1000	0
"GGPTRCO"	"o2_c + ggptrc_c + h2o_c --> nh4_c + h2o2_c + ggbutal_c"	0	1000	0
"EX_metsox_R_L_e"	"metsox_R__L_e --> "	0	1000	0
"PAPA141pp"	"h2o_p + pa141_p --> 12dgr141_p + pi_p"	0	1000	0
"34dhpactex"	"34dhpac_e <==> 34dhpac_p"	-1000	1000	0
"PAPA160pp"	"h2o_p + pa160_p --> pi_p + 12dgr160_p"	0	1000	0
"G6Pt6_2pp"	"g6p_p + (2) pi_c --> g6p_c + (2) pi_p"	0	1000	0
"PAPA161pp"	"h2o_p + pa161_p --> 12dgr161_p + pi_p"	0	1000	0
"MALTHXtexi"	"malthx_e --> malthx_p"	0	1000	0
"12PPDStpp"	"12ppd__S_p <==> 12ppd__S_c"	-1000	1000	0
"PAPA180pp"	"h2o_p + pa180_p --> 12dgr180_p + pi_p"	0	1000	0
"PROtex"	"pro__L_e <==> pro__L_p"	-1000	1000	0
"HPYRI"	"hpyr_c <==> 2h3oppan_c"	-1000	1000	0
"FE3HOXUtex"	"h_p + fe3hox_un_c --> h_c + fe3hox_un_p"	0	1000	0
"HYD1pp"	"(2) h_c + q8_c + h2_c --> (2) h_p + q8h2_c"	0	1000	0
"EX_cl_e"	"cl_e <==> "	-1000	1000	0
"FE3DHBZStonex"	"h_p + fe3dhbzs_e --> h_c + fe3dhbzs_p"	0	1000	0
"AACTOOR"	"o2_c + aact_c + h2o_c --> nh4_c + mthgxl_c + h2o2_c"	0	1000	0
"H2tpp"	"h2_p <==> h2_c"	-1000	1000	0
"23DAPPAtex"	"23dappa_e <==> 23dappa_p"	-1000	1000	0
"ECAP3pp"	"eca3und_p + unagamuf_p --> eca4und_p + udcpdp_p + h_p"	0	1000	0
"FEOXAMtonex"	"h_p + feoxam_e --> h_c + feoxam_p"	0	1000	0
"TPRDCOAS"	"atp_c + dpcoa_c --> 2tpr3dpcoa_c + ade_c"	0	1000	0
"ACGAM1PPpp"	"h2o_p + acgam1p_p --> acgam_p + pi_p"	0	1000	0
"EX_dgmp_e"	"dgmp_e --> "	0	1000	0
"GAMptspp"	"pep_c + gam_p --> gam6p_c + pyr_c"	0	1000	0
"GSNt2pp"	"h_p + gsn_p --> h_c + gsn_c"	0	1000	0
"EX_4hoxpacd_e"	"4hoxpacd_e --> "	0	1000	0
"FMNRx"	"h_c + fmn_c + nadh_c --> nad_c + fmnh2_c"	0	1000	0
"EX_3hpppn_e"	"3hpppn_e --> "	0	1000	0
"EX_man6p_e"	"man6p_e --> "	0	1000	0
"GSNtex"	"gsn_e <==> gsn_p"	-1000	1000	0
"SBTtex"	"sbt__D_e <==> sbt__D_p"	-1000	1000	0
"FORtex"	"for_e <==> for_p"	-1000	1000	0
"EX_tsul_e"	"tsul_e --> "	0	1000	0
"PHEt2rpp"	"h_p + phe__L_p <==> h_c + phe__L_c"	-1000	1000	0
"DHBS"	"h_c + 23dhb_c + atp_c --> 23dhba_c + ppi_c"	0	1000	0
"THIORDXi"	"h2o2_c + trdrd_c --> trdox_c + (2) h2o_c"	0	1000	0
"EX_n2o_e"	"n2o_e --> "	0	1000	0
"PPPGO3"	"(3) fum_c + pppg9_c --> ppp9_c + (3) succ_c"	0	1000	0
"PFK"	"atp_c + f6p_c --> h_c + adp_c + fdp_c"	0	1000	0
"PDX5POi"	"o2_c + pdx5p_c --> pydx5p_c + h2o2_c"	0	1000	0
"PDX5PO2"	"nad_c + pdx5p_c --> pydx5p_c + h_c + nadh_c"	0	1000	0
"MDDCP1pp"	"h2o_p + murein5px4p_p --> murein4px4p_p + ala__D_p"	0	1000	0
"GUI2"	"galur_c <==> tagur_c"	-1000	1000	0
"OMBZLM"	"amet_c + 2ombzl_c --> h_c + ahcys_c + 2ommbl_c"	0	1000	0
"PLIPA1A181pp"	"h2o_p + pa181_p --> ocdcea_p + 2odec11eg3p_p"	0	1000	0
"PGM"	"2pg_c <==> 3pg_c"	-1000	1000	0
"LPLIPAL2A141"	"2tdec7eg3p_c + h2o_c --> (2) h_c + glyc3p_c + ttdcea_c"	0	1000	0
"HG2t3pp"	"h_p + hg2_c --> h_c + hg2_p"	0	1000	0
"CYTBO3_4pp"	"(4) h_c + (0.5) o2_c + q8h2_c --> (4) h_p + h2o_c + q8_c"	0	1000	0
"EX_maltttr_e"	"maltttr_e --> "	0	1000	0
"GLYCK"	"atp_c + glyc__R_c --> h_c + 3pg_c + adp_c"	0	1000	0
"MLTG5"	"h2o_c + malthp_c --> glc__D_c + malthx_c"	0	1000	0
"GPDDA3"	"g3ps_c + h2o_c --> h_c + glyc3p_c + ser__L_c"	0	1000	0
"EAR141x"	"h_c + t3c7mrseACP_c + nadh_c --> nad_c + tdeACP_c"	0	1000	0
"EAR181x"	"h_c + t3c11vaceACP_c + nadh_c --> nad_c + octeACP_c"	0	1000	0
"TPI"	"dhap_c <==> g3p_c"	-1000	1000	0
"EAR181y"	"h_c + t3c11vaceACP_c + nadph_c --> nadp_c + octeACP_c"	0	1000	0
"G3PAT141"	"glyc3p_c + tdeACP_c --> 1tdec7eg3p_c + ACP_c"	0	1000	0
"2DOXG6PP"	"2doxg6p_c + h2o_c --> pi_c + 2dglc_c"	0	1000	0
"OXAMTC"	"pi_c + oxur_c --> oxam_c + cbp_c"	0	1000	0
"UDCPPtppi"	"udcpp_p --> udcpp_c"	0	1000	0
"AGMH"	"anhgm_c + h2o_c --> acgam_c + anhm_c"	0	1000	0
"G3PAT181"	"glyc3p_c + octeACP_c --> 1odec11eg3p_c + ACP_c"	0	1000	0
"DASYN140"	"h_c + ctp_c + pa140_c --> cdpdtdecg_c + ppi_c"	0	1000	0
"MPTG"	"(2) uaagmda_c --> (2) h_c + murein5p5p_p + (2) udcpdp_c"	0	1000	0
"DASYN180"	"h_c + ctp_c + pa180_c --> cdpdodecg_c + ppi_c"	0	1000	0
"MPTG2"	"murein5p5p_p + uaagmda_c --> h_c + udcpdp_c + murein5p5p5p_p"	0	1000	0
"DASYN141"	"h_c + pa141_c + ctp_c --> cdpdtdec7eg_c + ppi_c"	0	1000	0
"RPI"	"r5p_c <==> ru5p__D_c"	-1000	1000	0
"MCTP1App"	"murein5p5p_p --> murein5px4p_p + ala__D_p"	0	1000	0
"MCTP2App"	"murein5p5p5p_p --> murein5px4px4p_p + (2) ala__D_p"	0	1000	0
"CDAPPA160"	"h2o_c + cdpdhdecg_c --> pa160_c + (2) h_c + cmp_c"	0	1000	0
"CDAPPA141"	"cdpdtdec7eg_c + h2o_c --> (2) h_c + pa141_c + cmp_c"	0	1000	0
"MCTP1Bpp"	"murein5p5p_p --> alaala_p + murein5px3p_p"	0	1000	0
"PERD"	"nad_c + 4per_c <==> h_c + ohpb_c + nadh_c"	-1000	1000	0
"MELIBt3ipp"	"h_p + melib_c --> h_c + melib_p"	0	1000	0
"PGSA141"	"glyc3p_c + cdpdtdec7eg_c --> pgp141_c + h_c + cmp_c"	0	1000	0
"EX_alaala_e"	"alaala_e --> "	0	1000	0
"EX_dtmp_e"	"dtmp_e --> "	0	1000	0
"5DOAN"	"dad_5_c + h2o_c --> 5drib_c + ade_c"	0	1000	0
"DM_5drib_c"	"5drib_c --> "	0	1000	0
"EX_lipoate_e"	"lipoate_e --> "	0	1000	0
"EX_pydx_e"	"pydx_e --> "	0	1000	0
"EX_g1p_e"	"g1p_e --> "	0	1000	0
"GLCtex_copy2"	"glc__D_e <==> glc__D_p"	-1000	1000	0
"NAt3pp"	"h_p + na1_c --> h_c + na1_p"	0	1000	0
"MINOHPtexi"	"minohp_e --> minohp_p"	0	1000	0
"12PPDRtpp"	"12ppd__R_p <==> 12ppd__R_c"	-1000	1000	0
"SFGTHi"	"h2o_c + Sfglutth_c --> h_c + gthrd_c + for_c"	0	1000	0
"PYDAMK"	"pydam_c + atp_c --> h_c + adp_c + pyam5p_c"	0	1000	0
"DHORDfum"	"dhor__S_c + fum_c --> orot_c + succ_c"	0	1000	0
"K2L4Aabcpp"	"atp_c + h2o_c + kdo2lipid4_c --> h_c + adp_c + pi_c + kdo2lipid4_p"	0	1000	0
"FACOAE120"	"ddcacoa_c + h2o_c --> h_c + ddca_c + coa_c"	0	1000	0
"3OAR120"	"h_c + nadph_c + 3oddecACP_c <==> nadp_c + 3hddecACP_c"	-1000	1000	0
"3HAD80"	"3hoctACP_c --> toct2eACP_c + h2o_c"	0	1000	0
"3HAD120"	"3hddecACP_c --> h2o_c + tddec2eACP_c"	0	1000	0
"DSBCGT"	"dsbcox_p + (2) gthrd_p --> dsbcrd_p + gthox_p"	0	1000	0
"DSBGGT"	"dsbgox_p + (2) gthrd_p --> gthox_p + dsbgrd_p"	0	1000	0
"EAR180x"	"h_c + toctd2eACP_c + nadh_c --> nad_c + ocdcaACP_c"	0	1000	0
"AKGtex"	"akg_e <==> akg_p"	-1000	1000	0
